iter	RMSE
477	18.26972788
478	18.26626025
479	18.26224682
480	18.2590056
481	18.25350164
482	18.24837445
483	18.24403691
484	18.24146362
485	18.23566252
486	18.2271724
487	18.22116002
488	18.21889684
489	18.21643024
490	18.21082386
491	18.20741965
492	18.20223399
493	18.19881098
494	18.19435842
495	18.19281808
496	18.18682847
497	18.18194615
498	18.17868182
499	18.17315397
500	18.16812939
501	18.16336531
502	18.15923754
503	18.15514876
504	18.15293673
505	18.14960183
506	18.14543467
507	18.14084111
508	18.13608686
509	18.13313255
510	18.1284474
511	18.12487424
512	18.1202394
513	18.11616215
514	18.11118619
515	18.1059073
516	18.1022107
517	18.09821879
518	18.0945611
519	18.09049046
520	18.08490646
521	18.08136133
522	18.07555377
523	18.06978315
524	18.06874326
525	18.06589695
526	18.06006302
527	18.05720849
528	18.05490842
529	18.0490152
530	18.04421194
531	18.0367225
532	18.03169471
533	18.02617097
534	18.02353024
535	18.02088363
536	18.01709441
537	18.01375777
538	18.01050185
539	18.00642954
540	18.00352731
541	18.0004587
542	17.99597127
543	17.99243385
544	17.98693103
545	17.98277826
546	17.97696579
547	17.97258682
548	17.97014247
549	17.96567734
550	17.96107286
551	17.95589508
552	17.95158001
553	17.94763723
554	17.94318821
555	17.93885257
556	17.93500984
557	17.93160243
558	17.927909
559	17.92404916
560	17.92041576
561	17.91848626
562	17.91433861
563	17.91084909
564	17.90682322
565	17.90179452
566	17.89748641
567	17.89428174
568	17.89124025
569	17.88703557
570	17.88428674
571	17.8829492
572	17.87803951
573	17.87220935
574	17.8682712
575	17.86712145
576	17.8603733
577	17.85745507
578	17.85463209
579	17.85168825
580	17.84825333
581	17.84497669
582	17.84091143
583	17.83867294
584	17.83659637
585	17.83299792
586	17.82916539
587	17.82531751
588	17.82059282
589	17.81771511
590	17.8147431
591	17.81186421
592	17.80941821
593	17.80657515
594	17.8025342
595	17.79830542
596	17.79510213
597	17.79249515
598	17.78889481
599	17.785584
600	17.78250744
601	17.77976421
602	17.77825039
603	17.77508844
604	17.77238994
605	17.76928075
606	17.76591677
607	17.76261043
608	17.75832299
609	17.75368879
610	17.7502255
611	17.74680022
612	17.74312267
613	17.74091935
614	17.73958676
615	17.7338813
616	17.72938886
617	17.72281044
618	17.71863721
619	17.71411918
620	17.71281751
621	17.7088772
622	17.70617256
623	17.70385277
624	17.70045146
625	17.69799446
626	17.69478973
627	17.69184364
628	17.68817722
629	17.68534301
630	17.6820112
631	17.67870276
632	17.67545432
633	17.67263592
634	17.66839788
635	17.6648852
636	17.6624627
637	17.65975206
638	17.65691794
639	17.65407281
640	17.64883333
641	17.64461507
642	17.64032568
643	17.63734804
644	17.63470388
645	17.63225133
646	17.62807759
647	17.6236005
648	17.61962827
649	17.61638843
650	17.61401161
651	17.61165645
652	17.60929077
653	17.6056668
654	17.60189276
655	17.59942987
656	17.59577347
657	17.59327513
658	17.59109485
659	17.58952017
660	17.58607504
661	17.58226117
662	17.57880836
663	17.57252563
664	17.57016969
665	17.56653191
666	17.56255947
667	17.55847464
668	17.55238837
669	17.54602912
670	17.54170982
671	17.53889498
672	17.53451442
673	17.52966583
674	17.52685509
675	17.5228218
676	17.52024118
677	17.51810777
678	17.51588274
679	17.51277664
680	17.50825042
681	17.50615481
682	17.50369502
683	17.5008546
684	17.49726402
685	17.49261998
686	17.48820181
687	17.48570128
688	17.48226713
689	17.47692153
690	17.47314616
691	17.46991515
692	17.46699057
693	17.46206677
694	17.45987263
695	17.45707411
696	17.45390595
697	17.45000515
698	17.44467354
699	17.44192489
700	17.44045623
701	17.43736522
702	17.43447033
703	17.430726
704	17.42661504
705	17.42370654
706	17.41997194
707	17.4171288
708	17.4119789
709	17.41003021
710	17.40719352
711	17.40276164
712	17.39950351
713	17.39575161
714	17.39246966
715	17.39097394
716	17.38851505
717	17.38686779
718	17.38475292
719	17.38195926
720	17.38030995
721	17.37691775
722	17.37340453
723	17.37067595
724	17.36830445
725	17.36433518
726	17.36070517
727	17.35878958
728	17.35602636
729	17.35378247
730	17.35082765
731	17.3461371
732	17.34338409
733	17.34029818
734	17.33854036
735	17.33389739
736	17.33089764
737	17.3274638
738	17.32398188
739	17.32000482
740	17.31527193
741	17.31041083
742	17.30858099
743	17.30569844
744	17.30082106
745	17.29581856
746	17.29481147
747	17.29338539
748	17.28989948
749	17.28655105
750	17.28261383
751	17.27977056
752	17.27719376
753	17.2744245
754	17.27111281
755	17.26714626
756	17.26250874
757	17.26086513
758	17.25662299
759	17.25248342
760	17.24797881
761	17.24483978
762	17.24123438
763	17.23677919
764	17.23469518
765	17.23118016
766	17.22867294
767	17.22752731
768	17.22366248
769	17.2214663
770	17.21655469
771	17.21181804
772	17.20872899
773	17.20520493
774	17.2015095
775	17.19774568
776	17.19500732
777	17.19029025
778	17.18558603
779	17.18278697
780	17.18016936
781	17.17767221
782	17.17544978
783	17.17296141
784	17.16928097
785	17.16469595
786	17.16233441
787	17.1606661
788	17.15643288
789	17.15379483
790	17.15101727
791	17.14893142
792	17.14532847
793	17.14311808
794	17.14015037
795	17.13783443
796	17.1354315
797	17.13320364
798	17.13106585
799	17.12775683
800	17.12578967
801	17.12217628
802	17.11854032
803	17.11526504
804	17.10958746
805	17.10728114
806	17.10169436
807	17.0998395
808	17.09721128
809	17.0946403
810	17.09243713
811	17.09179013
812	17.08806706
813	17.08351512
814	17.07885278
815	17.07494054
816	17.07215562
817	17.06811282
818	17.06603458
819	17.06390228
820	17.05894972
821	17.05532527
822	17.05197715
823	17.04678333
824	17.04385006
825	17.0418988
826	17.03860835
827	17.03426971
828	17.03220743
829	17.02689742
830	17.02563793
831	17.02224035
832	17.01974729
833	17.01500494
834	17.01396517
835	17.01137523
836	17.00655577
837	17.00261174
838	17.00046504
839	16.99623528
840	16.99354118
841	16.98897585
842	16.98602038
843	16.98264446
844	16.98017452
845	16.97635583
846	16.97363299
847	16.97154666
848	16.96776594
849	16.96489744
850	16.96256255
851	16.95917071
852	16.95601776
853	16.95269682
854	16.94707334
855	16.94375946
856	16.94051497
857	16.93844384
858	16.93749582
859	16.93379652
860	16.93054353
861	16.92643989
862	16.9245086
863	16.91866168
864	16.9149992
865	16.91181829
866	16.90763836
867	16.90489021
868	16.90103426
869	16.89934918
870	16.89673908
871	16.89227574
872	16.88978471
873	16.88624377
874	16.88365145
875	16.88063357
876	16.87865771
877	16.87393097
878	16.86931723
879	16.8663802
880	16.859119
881	16.85590425
882	16.8529502
883	16.84945177
884	16.84805609
885	16.84640861
886	16.84412075
887	16.83846821
888	16.83640378
889	16.83275558
890	16.82933981
891	16.8276377
892	16.82269079
893	16.82038701
894	16.81579429
895	16.8129327
896	16.81075578
897	16.80583946
898	16.80214803
899	16.79868858
900	16.79531417
901	16.79204901
902	16.78748134
903	16.78490478
904	16.78000515
905	16.77778395
906	16.77463389
907	16.77257505
908	16.76778985
909	16.76506306
910	16.76144918
911	16.75687846
912	16.75524115
913	16.75269495
914	16.75041917
915	16.74779891
916	16.74542044
917	16.7398609
918	16.73563224
919	16.73378835
920	16.73314807
921	16.72922711
922	16.72681753
923	16.72436221
924	16.72091965
925	16.71761904
926	16.71403741
927	16.71173433
928	16.7096342
929	16.70566304
930	16.70280588
931	16.70151473
932	16.69851179
933	16.69321303
934	16.69169328
935	16.68723204
936	16.6827648
937	16.67774859
938	16.67390497
939	16.67022433
940	16.66888074
941	16.6662347
942	16.6621224
943	16.65917131
944	16.65256997
945	16.65076622
946	16.64814377
947	16.64417217
948	16.63865445
949	16.63741475
950	16.63466851
951	16.62875656
952	16.6257877
953	16.62218155
954	16.61877016
955	16.61513413
956	16.60995673
957	16.60660391
958	16.60420753
959	16.59890488
960	16.59417613
961	16.59050246
962	16.58679099
963	16.58465667
964	16.58111283
965	16.57810791
966	16.57466877
967	16.571901
968	16.56926835
969	16.56493699
970	16.56238714
971	16.56084558
972	16.55658627
973	16.55394934
974	16.54988438
975	16.54634404
976	16.54377955
977	16.54162287
978	16.53995819
979	16.5364833
980	16.5343011
981	16.53343164
982	16.53168625
983	16.52570476
984	16.52237308
985	16.51922658
986	16.51511699
987	16.51171527
988	16.50594298
989	16.50393261
990	16.50046686
991	16.49686664
992	16.49388751
993	16.48823806
994	16.48337257
995	16.47956751
996	16.473744
997	16.46944399
998	16.46546827
999	16.46183148
